work_id,line_number,original_title
17406570,6220,City of Blaze
40025563,6221,Burn For Me
24037683,6222,The Burning Sky
19114731,6223,Tangled Web
13008233,6224,
142678,6225,"The High King's Tomb (Green Rider, #3)"
142679,6226,First Rider's Call
11017918,6227,
18132344,6228,The Falconer
26424665,6229,The Key
19238297,6230,
15509965,6231,Shadow Heir
7018843,6232,Master of Crows
25223481,6233,The Forbidden Library
1003821,6234,The Magicians of Caprona
190045,6235,"Bras & Broomsticks (Magic in Manhattan, #1)"
697268,6236,An Earthly Knight
2246376,6237,Queen of the Wolves
1115873,6238,Wolf Star Rise
10893363,6239,Coronets and Steel
433081,6240,The Named
552706,6241,Old Magic
6632644,6242,"Seducing the Wolf (Wulf's Den, #3)"
13876185,6243,Quicksilver
665900,6244,Madeleine L'Engle's Time Trilogy
1474309,6245,Ilias ; Odusseia
6594671,6246,Charmed Life
137723,6247,The Hollow Kingdom
6674835,6248,The Den of Shadows Quartet
1025546,6249,Wolfcry
6459697,6250,Elfland
17649917,6251,Grave Memory
21595633,6252,A Conspiracy of Alchemists
3073816,6253,Firesong
1487248,6254,Slaves of the Mastery
2919537,6255,The Wind Singer
1279335,6256,Law of the Wolf Tower
588218,6257,Tithe: A Modern Faerie Tale
1577873,6258,Lord of the Fading Lands
2987930,6259,The Singer of All Songs
40431126,6260,Half the World
30157568,6261,The Witch with No Name
25651980,6262,
23958871,6263,Thief's Magic
2727,6264,"Dark Moon Defender (Twelve Houses, #3)"
94421,6265,"The Thirteenth House (Twelve Houses, #2)"
17264774,6266,Gunmetal Magic
4982233,6267,The Mammoth Book of Paranormal Romance
4493959,6268,A Mere Formality
6820547,6269,Days of Swine and Roses
24814213,6270,
19072807,6271,
18295604,6272,
16287059,6273,
24885550,6274,
17897531,6275,Water
2591148,6276,Alcatraz Versus the Evil Librarians
3381062,6277,The Magician's Apprentice
1257765,6278,Voice of the Gods
4350,6279,Last of the Wilds
8436364,6280,"Ice Study (Study, #3.6)"
40081455,6281,
1293083,6282,Priestess of the White
7846048,6283,Divided Souls
6817309,6284,Blood Ties
6546668,6285,Secret Lives
100829,6286,The Key
433080,6287,The Dark
42248371,6288,Dragonbane
47291547,6289,
14919696,6290,Yvette's Haven
14698846,6291,Gabriel's Mate
17387614,6292,Zane's Redemption
26155113,6293,How to Seduce a Vampire (Without Really Trying)
25517554,6294,Son of No One
19060165,6295,Phantom Lover;  Winter Born; A Dark-Hunter Christmas;  Until Death We Do Part; A Hard Day's Night Searcher; Shadow of the Moon; Where Angels Fear to Tread; Fear the Darkness; House of the Rising Son; Love Bytes; Santa Wears Spurs
19024981,6296,Redemption
28083151,6297,"Second Chances  (Dark-Hunter, #7.5)"
10368787,6298,Winter Born
7091964,6299,A Dark-Hunter Christmas
7091839,6300,The Beginning
3467347,6301,Fear the Darkness
21473047,6302,Styxx
15558522,6303,The Guardian
1329431,6304,Upon the Midnight Clear
1329428,6305,Sins of the Night
81236,6306,Dark Side of the Moon
25888796,6307,Thomas's Choice
21442007,6308,Darkness Unmasked
24034707,6309,The Vampire With the Dragon Tattoo
21823587,6310,Vampires Gone Wild
17248231,6311,
18983694,6312,Wild About You
21590246,6313,Quinn's Undying Rose
218573,6314,Vamps and the City
6738107,6315,The Vampire and the Virgin
4359529,6316,"Secret Life of a Vampire (Love at Stake, #6)"
218574,6317,Be Still My Vampire Heart
2820728,6318,All I Want for Christmas Is a Vampire
16371613,6319,Wanted: Undead or Alive
12507980,6320,Vampire Mine
15333257,6321,Sexiest Vampire Alive
17045364,6322,Time Untime
3153516,6323,One Silent Night
13943349,6324,Retribution
6965033,6325,No Mercy
1878138,6326,Dream Chaser
69984,6327,When Darkness Comes
9868143,6328,Eat Prey Love
4400647,6329,Bad Moon Rising
3022533,6330,Dream Warrior
3280979,6331,Born of Fire
7191041,6332,Paradise CIty
3015943,6333,"Night World, No. 2"
5748279,6334,"Forbidden Nights With a Vampire (Love at Stake, #7)"
3678073,6335,"Vampire, Interrupted"
255117,6336,How to Marry a Millionaire Vampire
1282555,6337,The Undead Next Door
26107309,6338,
40703712,6339,
25640915,6340,Sacrifice of Love
21913851,6341,Fate and Fury
15954482,6342,
19012489,6343,
21942016,6344,
19190956,6345,"Flutter, The Discover Series"
53188904,6346,
19046941,6347,The Departed
18189458,6348,The Haunted
16874816,6349,The Deepest Cut
18737848,6350,
15750855,6351,
17228085,6352,
17526660,6353,
13688634,6354,
21415414,6355,Beyond the Veil
19028216,6356,Out of the Dark
18591913,6357,Just One Drop
16351210,6358,
17839629,6359,Blood of Anteros
19206497,6360,
17006027,6361,
16804858,6362,
15954518,6363,Slumber
16127139,6364,"Every Last Kiss (The Bloodstone Saga, #1)"
9694646,6365,
19016540,6366,
17763526,6367,
17271735,6368,
16732218,6369,
13455041,6370,
15455197,6371,Betrayal
14566529,6372,Midnight Frost
14566509,6373,
14527271,6374,
13498677,6375,
12770522,6376,Bitter Frost
18306096,6377,
24331457,6378,
24331447,6379,
14749921,6380,The Mind Readers
14175269,6381,
17389401,6382,
17389400,6383,
15997411,6384,
17055173,6385,Devour
15666680,6386,The Childe
17049819,6387,Foretold
17049783,6388,Central
17049755,6389,Becoming
16284463,6390,
18367660,6391,The Ascended
16069312,6392,
15710429,6393,
2846394,6394,The Fionavar Tapestry
2070311,6395,
6785719,6396,"To The Blight: The Eye of the World, part 2"
71864,6397,Traitor's Moon
2496,6398,Stalking Darkness
21952704,6399,Widdershins
2495,6400,Luck in the Shadows
51198788,6401,"Immortal Unchained (Argeneau, #25)"
49842759,6402,Wicked Abyss
20434241,6403,The Queen Is Dead
45537337,6404,Runaway Vampire
44279371,6405,
15424160,6406,The Bite Before Christmas
31832015,6407,
24582030,6408,
24582021,6409,
23588281,6410,
21568012,6411,
18958700,6412,
18326786,6413,Christmas Moon
15309065,6414,
15309060,6415,
14368026,6416,Vampire Moon
10388027,6417,Moon Dance
18742039,6418,The Kingmakers
25337542,6419,Vampire Most Wanted
24065528,6420,One Lucky Vampire
21397455,6421,Immortal Ever After
18282674,6422,The Lady Is a Vamp
16470051,6423,Under a Vampire Moon
6694706,6424,The Reluctant Vampire
6694711,6425,Hungry for You
6694704,6426,Born to Bite
6421777,6427,The Renegade Hunter
3988236,6428,The Immortal Hunter
3002711,6429,The Rogue Hunter
2968948,6430,Vampires are Forever
2729556,6431,The Accidental Vampire
38291,6432,Bite Me If You Can
38324,6433,A Bite to Remember
376701,6434,"Tall, Dark & Hungry"
38310,6435,Love Bites
255087,6436,Single White Vampire
15702457,6437,The Rift Walker
12937172,6438,
2621763,6439,A Connecticut Yankee in King Arthur's Court
58507,6440,Michael Moorcock's Elric: Tales of the White Wolf
2274167,6441,I Sing the Body Electric!
3064821,6442,Topper
548999,6443,"Encyclopedia of Fairies: Hobgoblins, Brownies, Bogies, & Other Supernatural Creatures"
51770,6444,Guia de lugares imaginarios: Edicion abreviada
469830,6445,The Howling
19221219,6446,
1687434,6447,The Dreaming Jewels
2394125,6448,The Jewel in the Skull
1383196,6449,"The Doors of His Face, the Lamps of His Mouth and Other Stories"
1204561,6450,People of the Black Circle
13607275,6451,
1713407,6452,Strange Wine: Fifteen New Stories from the Nightside of the World
98427,6453,The Emperor of Dreams (Fantasy Masterworks)
2653871,6454,Leven en werken van de Kabouter
1819645,6455,Sandkings
29110,6456,Alien Sex: 19 Tales by the Masters of Science Fiction and Dark Fantasy
1978586,6457,The Final Programme
787208,6458,The Warlord of the Air
759315,6459,Doorways in the Sand
936760,6460,Cities of the Red Night
1555086,6461,The Bear Went Over the Mountain
349101,6462,Bubba Ho-Tep
98476,6463,Dead in the West
632105,6464,Morlock Night
48716,6465,"Infernal Devices (Infernal Devices, #1)"
1308829,6466,The Birthgrave
119102,6467,An Alien Heat
523968,6468,"Of Saints and Shadows (The Shadow Saga, #1)"
98664,6469,Vampire$
2354173,6470,Masterpieces of Terror and the Supernatural: A Treasury of Spellbinding Tales Old and New
70163,6471,"The Dracula Tape (Dracula Series, #1)"
211691,6472,The Hungry Moon
660985,6473,Sunglasses After Dark (Borealis)
15481180,6474,Left Hand Magic: A Novel of Golgotham
289513,6475,In the Blood
289515,6476,A Dozen Black Roses
6444229,6477,After Dark
10898626,6478,Right Hand Magic: A Novel of Golgotham
6186331,6479,Night Life
123754,6480,Midnight Blue: The Sonja Blue Collection
1048840,6481,Hotel Transylvania
915009,6482,Conjure Wife
343688,6483,Hot Blood: Tales of Erotic Horror
829647,6484,The Light at the End
776724,6485,Tales of the Cthulhu Mythos
16695901,6486,Mystery Walk
15834854,6487,
701529,6488,Darkness Weaves
16692687,6489,
292120,6490,The Elementals
2564105,6491,Fevre Dream
1879450,6492,Thieves' World
44842200,6493,The Eternal Champion
16686655,6494,The Wolf's Hour
1159130,6495,The Incomplete Enchanter
2506960,6496,The Tomb and Other Tales
2298366,6497,"Varney the Vampire; or, The Feast of Blood"
2588003,6498,The Willows
388812,6499,Elric of Melnibone
347873,6500,Cold Hand in Mine: Strange Stories
449577,6501,Swords and Deviltry
1397373,6502,The Doom That Came to Sarnath and Other Stories
349102,6503,By Bizarre Hands
734664,6504,Under the Fang
1903528,6505,Dark Gods
776731,6506,"Tales of the Cthulhu Mythos, Vol 2"
3265037,6507,The Haunted Looking Glass: Ghost Stories (New York Review Books Classics)
89873,6508,Best Ghost Stories of Algernon Blackwood
954927,6509,The King in Yellow and Other Horror Stories
22857450,6510,
1246393,6511,Zahrah the Windseeker
21930225,6512,Of Beast and Beauty
21383294,6513,
18229805,6514,The Assassin's Curse
17769102,6515,The Enchanter Heir
376002,6516,Magic or Madness
18462176,6517,Exile
719086,6518,Dragon's Egg
13018019,6519,Magic Under Stone
1170951,6520,Hatching Magic
6652208,6521,Magic Under Glass
1361713,6522,Now You See It . . .
13380425,6523,The Last Dragonslayer
353491,6524,Half-human
18957051,6525,Let the Sky Fall
17993650,6526,Keeper of the Lost Cities
6640036,6527,Dragonfly
488848,6528,The Wizard Heir
1011388,6529,Lord of Light
12903791,6530,A Beautiful Evil
21975366,6531,
973,6532,The Moorchild
6563516,6533,The Dragon Book: Magical Tales from the Masters of Modern Fantasy
488765,6534,Close Kin
417312,6535,In the Coils of the Snake
15367524,6536,The Pledge
13760521,6537,Black Heart
13136697,6538,
6264661,6539,White Cat
17234900,6540,
23744003,6541,
123227,6542,Star Wars: From the Adventures of Luke Skywalker
21372021,6543,The First Confessor
421482,6544,Slave Girl of Gor
1994879,6545,Marauders of Gor
1916541,6546,Hunters of Gor
1994848,6547,Priest-Kings of Gor
1964337,6548,Captive of Gor
1994862,6549,"Raiders of Gor (Gor, #6)"
266205,6550,Assassin of Gor
1994850,6551,Nomads of Gor
2921251,6552,"Outlaw of Gor (Gor, #2)"
2527845,6553,Tarnsman of Gor
283026,6554,"The Ring of Winter (Forgotten Realms: The Harpers, #5)"
743541,6555,"Crypt of the Shadowking (Forgotten Realms: The Harpers, #6)"
626147,6556,"Unclean (Forgotten Realms: The Haunted Lands, #1)"
1251451,6557,The Wyvern's Spur (Finder's Stone #2)
282953,6558,Prince of Lies (Avatar #4)
283052,6559,"Azure Bonds (Forgotten Realms: Finder's Stone, #1)"
2789369,6560,Spellfire
2370697,6561,The Brega Path
541983,6562,Dragondoom
613052,6563,"Omnivore (Of Man and Manta, #1)"
2016705,6564,OX
17308,6565,"Orn (Of Man and Manta, #2)"
398394,6566,Shadows of Sanctuary
539600,6567,"Storm Season, Part 2 (Thieves' World)"
1932613,6568,Myth-Nomers and Im-Pervections
3103465,6569,M.Y.T.H. Inc. in Action
1472816,6570,"Robert Asprin's Myth Adventures Vol. 1 (Myth Adventures, #1-6)"
803245,6571,"Teckla (Vlad Taltos, #3)"
2056682,6572,"Taltos (Vlad Taltos, #4)"
1521838,6573,Jhereg
1058,6574,"Yendi (Vlad Taltos, #2)"
6496787,6575,The Law of Nines
15386587,6576,Happily Never After
15736615,6577,Reckoning: From Unbound
43111779,6578,Dragon Fall
47261476,6579,
16817072,6580,"Nice Girls Don't Sign a Lease Without a Wedding Ring (Jane Jameson, #3.5)"
6514958,6581,Nice Girls Don't Live Forever
6173971,6582,"Nice Girls Don't Date Dead Men (Jane Jameson, #2)"
47328239,6583,
10263582,6584,Vesper
12794654,6585,Fairy Bad Day
2349651,6586,Oh. My. Gods.
17751533,6587,Team Human
6803537,6588,Violet Eyes (Once Upon a Time)
362729,6589,User Unfriendly
17348487,6590,A Christmas Carol and Other Christmas Writings
6551250,6591,Malice
44701550,6592,At Blade's Edge
1178772,6593,For Biddle's Sake (The Princess Tales)
678324,6594,"Golden: A Retelling of ""Rapunzel"""
3006609,6595,"The Night Dance: A Retelling of ""The Twelve Dancing Princesses"""
120223,6596,"Midnight Pearls: A Retelling of ""The Little Mermaid""  (Once Upon a Time)"
41874981,6597,
15088324,6598,
25873114,6599,
27268386,6600,Ticker
13155646,6601,Texas Gothic
6556598,6602,Lips Touch: Three Times
16999783,6603,"Soulless: The Manga, Vol. 1"
712022,6604,"Water Song: A Retelling of ""The Frog Prince"" (Once Upon a Time)"
99163,6605,"Scarlet Moon: A Retelling of ""Little Red Riding Hood"""
102646,6606,"The Storyteller's Daughter: A Retelling of ""The Arabian Nights"""
505,6607,Sorcery and Cecelia or: The Enchanted Chocolate Pot
14610053,6608,Dark Souls
28143123,6609,The Game of Love and Death
15556137,6610,Mei Shao Nu Zhan Shi seramunXin Zhuang Ban  10 [Bishojo Senshi Sailor Moon Shinsoban 10]
1791718,6611,Mei Shao Nu Zhan Shi seramunXin Zhuang Ban  9 [Bishojo Senshi Sailor Moon Shinsoban 9]
41556552,6612,
15704136,6613,Forbidden
26371778,6614,Deep Blue
18462174,6615,
42062185,6616,Siren's Fury
26737326,6617,
21861745,6618,Fire & Flood
16778447,6619,
17259372,6620,Between the Lines
6227933,6621,Lunatic
2239854,6622,Chaos
2239855,6623,Renegade
1614866,6624,Infidel
1614867,6625,Chosen
25441797,6626,Blood Ties
26100382,6627,
23801235,6628,
23899823,6629,Hunted
5992787,6630,"Dragon's Breath (Tales of the Frog Princess, #2)"
6520340,6631,Emily Windsnap and the Siren's Secret
903485,6632,Emily Windsnap and the Castle in the Mist
17016507,6633,A Hero for WondLa
8944726,6634,The Search for WondLa
13436522,6635,Athena the Wise
10681995,6636,Artemis the Brave
7869407,6637,Aphrodite the Beauty
7869408,6638,
6992256,6639,Athena The Brain
6288490,6640,13 Treasures
1916993,6641,"Song Quest (The Echorium Sequence, Book 1)"
367130,6642,Black Unicorn
293517,6643,"On Fire's Wings (Final Dance, #1)"
2338065,6644,Fire Bringer
353905,6645,"The Book of Earth (Dragon Quartet, #1)"
151019,6646,Sing the Four Quarters
274556,6647,The Squire's Tale
1004371,6648,Conrad's Fate
7122639,6649,Witch Week
11097541,6650,Intrigue
170878,6651,Reserved for the Cat
1904439,6652,Fortune's Fool
2616,6653,The Serpent's Shadow
2598,6654,"One Good Knight (Tales of the Five Hundred Kingdoms, #2)"
16082,6655,"The Fairy Godmother (Tales of the Five Hundred Kingdoms, #1)"
550537,6656,A Sending of Dragons
286186,6657,Fire Arrow: The Second Song of Eirren
1178754,6658,
170559,6659,A Wizard Alone
2917519,6660,The Pilgrims of Rayne
17234924,6661,
1003876,6662,The Lives of Christopher Chant
3304766,6663,The Phantom Menace
42670459,6664,
26574170,6665,
51246585,6666,Kings of the Wyld
53403170,6667,
45880091,6668,The Waking Fire
6537338,6669,The Night Angel Trilogy
25327975,6670,
45216688,6671,Dawn of Wonder
43127910,6672,Ruin
26208659,6673,Valor
21444710,6674,Malice
17306930,6675,Seven Wonders
12873035,6676,Pathfinder
15448653,6677,Infamous
6966233,6678,Invincible (Chronicles of Nick #2)
6892257,6679,Infinity
9505671,6680,
15152134,6681,The Sacred Band
6254038,6682,The Other Lands
3302611,6683,Acacia: The War with the Mein
1044059,6684,El principe de la niebla
45880124,6685,
6337275,6686,"Prospero Lost: Prospero's Daughter, Book I"
26873933,6687,Of Noble Family
18147165,6688,Valour and Vanity
18147162,6689,Without a Summer
45878017,6690,The Guns of Empire
49045893,6691,
49026464,6692,Sins of Empire
42676987,6693,The Dread Wyrm
24817137,6694,The Fell Sword
46369286,6695,
15291130,6696,
15291124,6697,The Coldest War
7099786,6698,Bitter Seeds
41796499,6699,Half a War
5799846,6700,Fall of Thanes (The Godless World)
3281752,6701,Bloodheir
18067409,6702,El prisionero del cielo
1452879,6703,Winterbirth
6160399,6704,"The Golden City (Fourth Realm, #3)"
2652453,6705,"The Dark River (Fourth Realm, #2)"
816845,6706,"The Traveler (Fourth Realm, #1)"
19217996,6707,The Red Knight
19079490,6708,Sleeping Late on Judgement Day
17131945,6709,"Glamour in Glass (Glamourist Histories, #2)"
8624218,6710,Shades of Milk and Honey
17376418,6711,Sworn in Steel
1497942,6712,La Compagnia dei Celestini
15092211,6713,Miserere: An Autumn Tale
13675652,6714,"Among Thieves (Tales of the Kin, #1)"
46630,6715,Across the Wall: A Tale of the Abhorsen and Other Stories
1030466,6716,"The Born Queen (Kingdoms of Thorn and Bone, #4)"
1375925,6717,"The Blood Knight (Kingdoms of Thorn and Bone, #3)"
88707,6718,"The Charnel Prince (Kingdoms of Thorn and Bone, #2)"
2393607,6719,The Briar King
13533590,6720,So Silver Bright
7652031,6721,Perchance to Dream
41633306,6722,The Fallen Kingdom
41396000,6723,Vassa in the Night
222245,6724,The Chosen (Nine Lives of Chloe King)
1099361,6725,The Fallen (Nine Lives of Chloe King)
46139468,6726,The Drowning Eyes
26731281,6727,Death Marked
50872848,6728,
48249484,6729,
4548192,6730,Sapphique
39894876,6731,
16636003,6732,
47289180,6733,
42174741,6734,The Golden Specific
6824834,6735,Johannes Cabal the Detective
48102457,6736,The Jewel and Her Lapidary
24802179,6737,
19232746,6738,Shattered Pillars
46932536,6739,The Ballad of Black Tom
45421968,6740,
10023426,6741,Darkfall
10023410,6742,Blue Fire
23757097,6743,
990114,6744,Epic
17078423,6745,Range of Ghosts
44079578,6746,"Vermilion: The Adventures of Lou Merriwether, Psychopomp"
45488310,6747,The Paladin Caper
1154846,6748,Day of the Scarab
323289,6749,The Sphere of Secrets
24035910,6750,Something More Than Night
21548533,6751,
41700110,6752,
37810668,6753,Artful
24090247,6754,
19056087,6755,Krampus - The Yule Lord
41226383,6756,The Prophecy Con
299699,6757,A Glory Of Unicorns
409522,6758,The Road to Balinor
21758324,6759,The Beating of His Wings
41367985,6760,The Legends of King Arthur and his Knights
21772097,6761,The Palace Job
24034779,6762,
6239392,6763,The Girl with Glass Feet
17109359,6764,Archon
1219625,6765,Sea Dragon Heir
52156706,6766,
41407712,6767,All Of me
52668382,6768,
24877645,6769,Until Forever Comes
46616009,6770,
20392908,6771,
45247363,6772,The Shadow
45738329,6773,
44825290,6774,Johnnie
42401502,6775,
41194520,6776,In His Keeping
42677531,6777,
42856242,6778,Blue Mountain
41914101,6779,
42264411,6780,The Raven
21734008,6781,Soul Avenged
24349246,6782,Red Hill
4073306,6783,New Year's Kiss
294844,6784,Sexy Beast
2419897,6785,Wolf Tales VI
1736489,6786,Wolf Tales V
339841,6787,Wolf Tales IV (Wolf Tales #4)
287167,6788,Wolf Tales III (Wolf Tales #3)
339840,6789,Wolf Tales II (Wolf Tales #2)
97848,6790,Wolf Tales
6570974,6791,The Eternal Kiss: 13 Vampire Tales of Blood and Desire
21115,6792,"Over The Moon (Monere: Children of the Moon, #1.5, Mageverse, #3.5)"
8055848,6793,
6247458,6794,"Lucinda, Dangerously (Demon Princess)"
276710,6795,On the Prowl
750777,6796,"Lucinda, Darkly: The Demon Princess Chronicles"
3516223,6797,"Mona Lisa Darkening (Monere, #4)"
1263307,6798,
16370367,6799,Bring Out Your Dead
7352759,6800,
6756422,6801,My Zombie Valentine
10897121,6802,Got Fangs? + Circus of the Darned
6748912,6803,Zen and the Art of Vampires
1561119,6804,The Last of the Red-Hot Vampires
49594,6805,"Sex, Lies and Vampires (Dark Ones, #3)"
49567,6806,Even Vampires Get the Blues
49591,6807,Sex and the Single Vampire
10682121,6808,
6941336,6809,
6605975,6810,Dark Secrets 1 : Legacy of Lies and Don't Tell
13229154,6811,Mercy
10563433,6812,Infinite Days
17942152,6813,
18171113,6814,Consume
10035416,6815,In the Company of Vampires
15302248,6816,Much Ado About Vampires
13572899,6817,Evercrossed
54307440,6818,Monstress Volume 2
41115424,6819,The Buried Giant
216334,6820,Stories of Your Life and Others
44803674,6821,Lovecraft Country
18330291,6822,Alif the Unseen
21916225,6823,
268138,6824,Werewolf: The Apocalypse (Revised Edition)
352812,6825,"Dragonlance: Adventures (Advanced Dungeons & Dragons 1st Edition, Stock #2021)"
945396,6826,Descent into Hell
44737652,6827,
421843,6828,Deities and Demigods (Dungeons & Dragons Supplement)
1127398,6829,Manual of the Planes
56634,6830,Advanced Dungeons & Dragons: Dungeon Master's Guide
723591,6831,Eberron: Campaign Setting (Eberron Campaign Setting (D&D): Core Rules)
56624,6832,Advanced Dungeons & Dragons: Player's Handbook
9860542,6833,Monster Manual
959801,6834,Dungeon Master's Guide
45593145,6835,
449345,6836,Monster Manual (Dungeons & Dragons 3rd Edition)
1908199,6837,"Dungeons & Dragons Player's Handbook: Arcane, Divine and Martial Heroes"
6531286,6838,Pathfinder Roleplaying Game Core Rulebook (Pathfinder RPG)
41559233,6839,
3036421,6840,The Hallowed Hunt
1039658,6841,The Language of the Night: Essays on Fantasy and Science Fiction
1085107,6842,Towing Jehovah
2816507,6843,The Gods of Mars
241157,6844,beruseruku 9
241147,6845,beruseruku 10
653981,6846,beruseruku 8
241158,6847,beruseruku 7
241159,6848,beruseruku 6
241156,6849,beruseruku 5
241145,6850,beruseruku 4
241148,6851,beruseruku 2
241149,6852,beruseruku 3
241146,6853,beruseruku 1
981350,6854,The Book of Merlyn
170819,6855,"Fortress of Frost and Fire (Bard's Tale, #2)"
833300,6856,"Castle of Deception (Bard's Tale, #1)"
1903902,6857,A Fisherman of the Inland Sea
639316,6858,The Birthday of the World and Other Stories
2109684,6859,The Wind's Twelve Quarters
1873378,6860,The Telling
7589983,6861,
283053,6862,"Horselords (Forgotten Realms: Empires, #1)"
2637148,6863,"Hammer and Axe (Dragonlance: Dwarven Nations, #2)"
947800,6864,"The Swordsheath Scroll (Dragonlance: Dwarven Nations, #3)"
521977,6865,"Galen Beknighted (Dragonlance: Heroes: Volume 6, Heroes II: Volume 3)"
521988,6866,"Weasel's Luck (Dragonlance: Heroes, #3)"
557992,6867,The Chaos Curse
2034374,6868,Dragons of the Hourglass Mage
460093,6869,The Sandman: Book of Dreams
6695339,6870,"Fables, Volume 13: The Great Fables Crossover"
52836970,6871,
332457,6872,The Kitchen Witch
6232536,6873,"Larceny And Lace (Vintage Magic Mysteries, #2)"
3516365,6874,A Veiled Deception
45670939,6875,Bitter Bite
21543171,6876,Grave Visions
47769820,6877,Magic Stars
45518605,6878,
47466390,6879,
11184452,6880,Accidentally Catty
3756644,6881,The Accidental Human
3152467,6882,Accidentally Dead
1388063,6883,The Accidental Werewolf
16110462,6884,Dead Case In Deadwood
16109969,6885,
44878496,6886,Grim Offerings
45240554,6887,Witch Me Luck
42951188,6888,Something to Witch About
40809812,6889,Witching on a Star
27117164,6890,Witching You Were Here
24747407,6891,
23588524,6892,Any Witch Way You Can
24077916,6893,
3019372,6894,Dark Gold (Dark #3)
44601621,6895,
44320244,6896,
24734415,6897,
13466372,6898,
21431621,6899,Tempest Reborn
15717242,6900,
7179490,6901,Tracking the Tempest
27323084,6902,
21977854,6903,Darkness Splintered
41130474,6904,"Crouching Tiger, Forbidden Vampire"
26627076,6905,Black Widow
26627072,6906,Poison Promise
15063921,6907,Head Rush
10622077,6908,Double Cross
26647183,6909,Better Homes and Hauntings
26015253,6910,Rusted Veins
17283004,6911,Blue-Blooded Vamp
14992000,6912,
15396954,6913,Violet Tendencies
10617568,6914,Green-Eyed Demon
6622221,6915,The Mage in Black
11130846,6916,
18299866,6917,
16444203,6918,
23743743,6919,
19237408,6920,
16974399,6921,
15230708,6922,A Tale of Two Goblins
25386938,6923,
18773850,6924,What a Ghoul Wants
14982665,6925,Ghoul Interrupted
10041378,6926,
6808290,6927,Ghouls Gone Wild
3516224,6928,Ghouls Just Haunt to Have Fun
1273097,6929,Demons Are a Ghoul's Best Friend
3194401,6930,What's a Ghoul to Do?
24074596,6931,How to Run with a Naked Werewolf
21869263,6932,Ritual Magic
18172041,6933,
21432684,6934,Rogue Descendant
13431010,6935,"Dark Descendant (Descendants, #1)"
13392611,6936,The Art of Seducing a Naked Werewolf
21955608,6937,Must Love Fangs
15559821,6938,Beauty Dates the Beast
19058857,6939,Desperately Seeking Shapeshifter
15559790,6940,Succubi Are Forever
14504225,6941,
10797068,6942,My Fair Succubi
21517755,6943,
19035167,6944,
18007256,6945,
17650594,6946,
17328056,6947,
17032261,6948,
21947034,6949,
18984125,6950,
18956016,6951,
8827825,6952,Twice Dead
6329076,6953,Once Bitten
22002273,6954,
14784420,6955,
10885696,6956,Cross Your Heart
6279545,6957,Come Hell or High Water
5835583,6958,Over My Dead Body
3529800,6959,Wait Till Your Vampire Gets Home
2523633,6960,Because Your Vampire Said So
322963,6961,Don't Talk Back To Your Vampire
10788641,6962,Succubus Revealed
6527884,6963,Succubus Shadows
255114,6964,"I'm the Vampire, That's Why"
17983529,6965,A Dark Kiss of Rapture
78807,6966,Mortal Danger
1705290,6967,Night Season
10187843,6968,Blood Challenge
14973175,6969,Death Magic
18185776,6970,Mortal Ties
16487679,6971,Shadow's Fall
21469406,6972,Of Shadow Born
14529811,6973,Shadowflame
10105819,6974,
11130809,6975,
14343962,6976,
6130204,6977,Buying Trouble
18225395,6978,
14343945,6979,
11130678,6980,Shadowland
12799995,6981,Eternal Rider
15185119,6982,Eternity Embraced
14760560,6983,Immortal Rider
16448858,6984,Lethal Rider
15710600,6985,"Nice Girls Don't Bite Their Neighbors (Jane Jameson, #4)"
16448859,6986,Rogue Rider
403361,6987,Bloodring
741395,6988,Seraphs
744657,6989,Host
4902357,6990,Percy Jackson and the Sword of Hades
42815482,6991,The Crown of Ptolemy
45218637,6992,
27006068,6993,
24254589,6994,The Elemental Trilogy #2
24254593,6995,The Immortal Heights
19161275,6996,
41122766,6997,Hidden Huntress
13686005,6998,Working Stiff
21533052,6999,
17002505,7000,Brownies and  Broomsticks
10261084,7001,Treason
15322002,7002,Dangerous
8767007,7003,Hourglass
6958044,7004,The Grimm Legacy
403779,7005,Temeraire: In the Service of the King
14736485,7006,The Blood Keeper
7160763,7007,The Iron Witch
14750661,7008,Something Strange and Deadly
1255322,7009,Dinotopia: Windchaser
11989242,7010,Love You to Death: The Unofficial Companion to The Vampire Diaries
6580741,7011,The Dark-Hunters Vol.1  (manga)
10489950,7012,
48657886,7013,
53193289,7014,Glass Predator
48000389,7015,Red Knight Falling
45940004,7016,The Killing Floor Blues
44141143,7017,A Plain-Dealing Villain
42544625,7018,The Living End
41911052,7019,Redemption Song
41333196,7020,The Long Way Down
45924093,7021,
18000766,7022,Haven
3673811,7023,Blood Sins
3242889,7024,
2692493,7025,
6736299,7026,
21532949,7027,Hostage
44222776,7028,
27311259,7029,
43312432,7030,Blood Infernal
40167223,7031,Haunted
39938827,7032,
24757140,7033,
25003590,7034,Innocent Blood
19228554,7035,A Darkness Strange and Lovely
18187177,7036,The Prophet
16086233,7037,The Kingdom
1561678,7038,"The Trouble With Magic (A Bewitching Mystery, #1)"
48118993,7039,Ghostly Echoes
26241830,7040,
21505929,7041,
19239159,7042,
1965767,7043,Winter's Tale
41371598,7044,
47950,7045,The Bloody Chamber & Other Stories
828772,7046,"The Magic Bedknob, Bonfires and Broomsticks"
1179040,7047,Rowan Hood: Outlaw Girl of Sherwood Forest
1281488,7048,Lionclaw
45487118,7049,The Sorcerer of the Wildeeps
